date,food_id,food_name,category,quantity_sold,day_of_week,day_of_month,month,week_of_year,is_weekend,rolling_7_day,rolling_14_day
2026-07-20,2,Chapati,Bakery,48,0,20,7,30,0,52.857142857142854,55.785714285714285
2026-07-21,2,Chapati,Bakery,56,1,21,7,30,0,54.42857142857143,56.57142857142857
2026-07-22,2,Chapati,Bakery,63,2,22,7,30,0,55.0,57.857142857142854
2026-07-23,2,Chapati,Bakery,52,3,23,7,30,0,55.714285714285715,57.57142857142857
2026-07-24,2,Chapati,Bakery,44,4,24,7,30,0,55.0,56.214285714285715
2026-07-25,2,Chapati,Bakery,56,5,25,7,30,1,54.285714285714285,54.857142857142854
2026-07-26,2,Chapati,Bakery,84,6,26,7,30,1,57.57142857142857,56.07142857142857
2026-07-27,2,Chapati,Bakery,56,0,27,7,31,0,58.714285714285715,55.785714285714285
2026-07-28,2,Chapati,Bakery,65,1,28,7,31,0,60.0,57.214285714285715
2026-07-29,2,Chapati,Bakery,65,2,29,7,31,0,60.285714285714285,57.642857142857146
2026-07-30,2,Chapati,Bakery,57,3,30,7,31,0,61.0,58.357142857142854
2026-07-31,2,Chapati,Bakery,56,4,31,7,31,0,62.714285714285715,58.857142857142854
2025-08-01,3,Vegetable Curry,Cooked Food,31,4,1,8,31,0,31.0,31.0
2025-08-02,3,Vegetable Curry,Cooked Food,37,5,2,8,31,1,34.0,34.0
2025-08-03,3,Vegetable Curry,Cooked Food,54,6,3,8,31,1,40.666666666666664,40.666666666666664
2025-08-04,3,Vegetable Curry,Cooked Food,32,0,4,8,32,0,38.5,38.5
2025-08-05,3,Vegetable Curry,Cooked Food,33,1,5,8,32,0,37.4,37.4
2025-08-06,3,Vegetable Curry,Cooked Food,31,2,6,8,32,0,36.333333333333336,36.333333333333336
2025-08-07,3,Vegetable Curry,Cooked Food,33,3,7,8,32,0,35.857142857142854,35.857142857142854
2025-08-08,3,Vegetable Curry,Cooked Food,30,4,8,8,32,0,35.714285714285715,35.125
2025-08-09,3,Vegetable Curry,Cooked Food,37,5,9,8,32,1,35.714285714285715,35.333333333333336
2025-08-10,3,Vegetable Curry,Cooked Food,51,6,10,8,32,1,35.285714285714285,36.9
2025-08-11,3,Vegetable Curry,Cooked Food,39,0,11,8,33,0,36.285714285714285,37.09090909090909
2025-08-12,3,Vegetable Curry,Cooked Food,29,1,12,8,33,0,35.714285714285715,36.416666666666664
2025-08-13,3,Vegetable Curry,Cooked Food,41,2,13,8,33,0,37.142857142857146,36.76923076923077
2025-08-14,3,Vegetable Curry,Cooked Food,29,3,14,8,33,0,36.57142857142857,36.214285714285715
2025-08-15,3,Vegetable Curry,Cooked Food,40,4,15,8,33,0,38.0,36.857142857142854
2025-08-16,3,Vegetable Curry,Cooked Food,46,5,16,8,33,1,39.285714285714285,37.5
2025-08-17,3,Vegetable Curry,Cooked Food,44,6,17,8,33,1,38.285714285714285,36.785714285714285
2025-08-18,3,Vegetable Curry,Cooked Food,42,0,18,8,34,0,38.714285714285715,37.5
2025-08-19,3,Vegetable Curry,Cooked Food,35,1,19,8,34,0,39.57142857142857,37.642857142857146
2025-08-20,3,Vegetable Curry,Cooked Food,29,2,20,8,34,0,37.857142857142854,37.5
2025-08-21,3,Vegetable Curry,Cooked Food,31,3,21,8,34,0,38.142857142857146,37.357142857142854
2025-08-22,3,Vegetable Curry,Cooked Food,41,4,22,8,34,0,38.285714285714285,38.142857142857146
2025-08-23,3,Vegetable Curry,Cooked Food,40,5,23,8,34,1,37.42857142857143,38.357142857142854
2025-08-24,3,Vegetable Curry,Cooked Food,55,6,24,8,34,1,39.0,38.642857142857146
2025-08-25,3,Vegetable Curry,Cooked Food,37,0,25,8,35,0,38.285714285714285,38.5
2025-08-26,3,Vegetable Curry,Cooked Food,39,1,26,8,35,0,38.857142857142854,39.214285714285715
2025-08-27,3,Vegetable Curry,Cooked Food,31,2,27,8,35,0,39.142857142857146,38.5
2025-08-28,3,Vegetable Curry,Cooked Food,30,3,28,8,35,0,39.0,38.57142857142857
2025-08-29,3,Vegetable Curry,Cooked Food,35,4,29,8,35,0,38.142857142857146,38.214285714285715
2025-08-30,3,Vegetable Curry,Cooked Food,37,5,30,8,35,1,37.714285714285715,37.57142857142857
2025-08-31,3,Vegetable Curry,Cooked Food,48,6,31,8,35,1,36.714285714285715,37.857142857142854
2025-09-01,3,Vegetable Curry,Cooked Food,35,0,1,9,36,0,36.42857142857143,37.357142857142854
2025-09-02,3,Vegetable Curry,Cooked Food,31,1,2,9,36,0,35.285714285714285,37.07142857142857
2025-09-03,3,Vegetable Curry,Cooked Food,36,2,3,9,36,0,36.0,37.57142857142857
2025-09-04,3,Vegetable Curry,Cooked Food,29,3,4,9,36,0,35.857142857142854,37.42857142857143
2025-09-05,3,Vegetable Curry,Cooked Food,36,4,5,9,36,0,36.0,37.07142857142857
2025-09-06,3,Vegetable Curry,Cooked Food,33,5,6,9,36,1,35.42857142857143,36.57142857142857
2025-09-07,3,Vegetable Curry,Cooked Food,40,6,7,9,36,1,34.285714285714285,35.5
2025-09-08,3,Vegetable Curry,Cooked Food,35,0,8,9,37,0,34.285714285714285,35.357142857142854
2025-09-09,3,Vegetable Curry,Cooked Food,38,1,9,9,37,0,35.285714285714285,35.285714285714285
2025-09-10,3,Vegetable Curry,Cooked Food,39,2,10,9,37,0,35.714285714285715,35.857142857142854
2025-09-11,3,Vegetable Curry,Cooked Food,39,3,11,9,37,0,37.142857142857146,36.5
2025-09-12,3,Vegetable Curry,Cooked Food,34,4,12,9,37,0,36.857142857142854,36.42857142857143
2025-09-13,3,Vegetable Curry,Cooked Food,49,5,13,9,37,1,39.142857142857146,37.285714285714285
2025-09-14,3,Vegetable Curry,Cooked Food,57,6,14,9,37,1,41.57142857142857,37.92857142857143
2025-09-15,3,Vegetable Curry,Cooked Food,40,0,15,9,38,0,42.285714285714285,38.285714285714285
2025-09-16,3,Vegetable Curry,Cooked Food,35,1,16,9,38,0,41.857142857142854,38.57142857142857
2025-09-17,3,Vegetable Curry,Cooked Food,32,2,17,9,38,0,40.857142857142854,38.285714285714285
2025-09-18,3,Vegetable Curry,Cooked Food,29,3,18,9,38,0,39.42857142857143,38.285714285714285
2025-09-19,3,Vegetable Curry,Cooked Food,28,4,19,9,38,0,38.57142857142857,37.714285714285715
2025-09-20,3,Vegetable Curry,Cooked Food,41,5,20,9,38,1,37.42857142857143,38.285714285714285
2025-09-21,3,Vegetable Curry,Cooked Food,54,6,21,9,38,1,37.0,39.285714285714285
2025-09-22,3,Vegetable Curry,Cooked Food,43,0,22,9,39,0,37.42857142857143,39.857142857142854
2025-09-23,3,Vegetable Curry,Cooked Food,37,1,23,9,39,0,37.714285714285715,39.785714285714285
2025-09-24,3,Vegetable Curry,Cooked Food,35,2,24,9,39,0,38.142857142857146,39.5
2025-09-25,3,Vegetable Curry,Cooked Food,36,3,25,9,39,0,39.142857142857146,39.285714285714285
2025-09-26,3,Vegetable Curry,Cooked Food,40,4,26,9,39,0,40.857142857142854,39.714285714285715
2025-09-27,3,Vegetable Curry,Cooked Food,44,5,27,9,39,1,41.285714285714285,39.357142857142854
2025-09-28,3,Vegetable Curry,Cooked Food,43,6,28,9,39,1,39.714285714285715,38.357142857142854
2025-09-29,3,Vegetable Curry,Cooked Food,37,0,29,9,40,0,38.857142857142854,38.142857142857146
2025-09-30,3,Vegetable Curry,Cooked Food,32,1,30,9,40,0,38.142857142857146,37.92857142857143
2025-10-01,3,Vegetable Curry,Cooked Food,31,2,1,10,40,0,37.57142857142857,37.857142857142854
2025-10-02,3,Vegetable Curry,Cooked Food,34,3,2,10,40,0,37.285714285714285,38.214285714285715
2025-10-03,3,Vegetable Curry,Cooked Food,29,4,3,10,40,0,35.714285714285715,38.285714285714285
2025-10-04,3,Vegetable Curry,Cooked Food,46,5,4,10,40,1,36.0,38.642857142857146
2025-10-05,3,Vegetable Curry,Cooked Food,51,6,5,10,40,1,37.142857142857146,38.42857142857143
2025-10-06,3,Vegetable Curry,Cooked Food,32,0,6,10,41,0,36.42857142857143,37.642857142857146
2025-10-07,3,Vegetable Curry,Cooked Food,38,1,7,10,41,0,37.285714285714285,37.714285714285715
2025-10-08,3,Vegetable Curry,Cooked Food,41,2,8,10,41,0,38.714285714285715,38.142857142857146
2025-10-09,3,Vegetable Curry,Cooked Food,39,3,9,10,41,0,39.42857142857143,38.357142857142854
2025-10-10,3,Vegetable Curry,Cooked Food,35,4,10,10,41,0,40.285714285714285,38.0
2025-10-11,3,Vegetable Curry,Cooked Food,45,5,11,10,41,1,40.142857142857146,38.07142857142857
2025-10-12,3,Vegetable Curry,Cooked Food,47,6,12,10,41,1,39.57142857142857,38.357142857142854
2025-10-13,3,Vegetable Curry,Cooked Food,37,0,13,10,42,0,40.285714285714285,38.357142857142854
2025-10-14,3,Vegetable Curry,Cooked Food,32,1,14,10,42,0,39.42857142857143,38.357142857142854
2025-10-15,3,Vegetable Curry,Cooked Food,34,2,15,10,42,0,38.42857142857143,38.57142857142857
2025-10-16,3,Vegetable Curry,Cooked Food,37,3,16,10,42,0,38.142857142857146,38.785714285714285
2025-10-17,3,Vegetable Curry,Cooked Food,37,4,17,10,42,0,38.42857142857143,39.357142857142854
2025-10-18,3,Vegetable Curry,Cooked Food,36,5,18,10,42,1,37.142857142857146,38.642857142857146
2025-10-19,3,Vegetable Curry,Cooked Food,42,6,19,10,42,1,36.42857142857143,38.0
2025-10-20,3,Vegetable Curry,Cooked Food,41,0,20,10,43,0,37.0,38.642857142857146
2025-10-21,3,Vegetable Curry,Cooked Food,30,1,21,10,43,0,36.714285714285715,38.07142857142857
2025-10-22,3,Vegetable Curry,Cooked Food,28,2,22,10,43,0,35.857142857142854,37.142857142857146
2025-10-23,3,Vegetable Curry,Cooked Food,39,3,23,10,43,0,36.142857142857146,37.142857142857146
2025-10-24,3,Vegetable Curry,Cooked Food,36,4,24,10,43,0,36.0,37.214285714285715
2025-10-25,3,Vegetable Curry,Cooked Food,36,5,25,10,43,1,36.0,36.57142857142857
2025-10-26,3,Vegetable Curry,Cooked Food,52,6,26,10,43,1,37.42857142857143,36.92857142857143
2025-10-27,3,Vegetable Curry,Cooked Food,37,0,27,10,44,0,36.857142857142854,36.92857142857143
2025-10-28,3,Vegetable Curry,Cooked Food,38,1,28,10,44,0,38.0,37.357142857142854
2025-10-29,3,Vegetable Curry,Cooked Food,34,2,29,10,44,0,38.857142857142854,37.357142857142854
2025-10-30,3,Vegetable Curry,Cooked Food,39,3,30,10,44,0,38.857142857142854,37.5
2025-10-31,3,Vegetable Curry,Cooked Food,34,4,31,10,44,0,38.57142857142857,37.285714285714285
2025-11-01,3,Vegetable Curry,Cooked Food,39,5,1,11,44,1,39.0,37.5
2025-11-02,3,Vegetable Curry,Cooked Food,54,6,2,11,44,1,39.285714285714285,38.357142857142854
2025-11-03,3,Vegetable Curry,Cooked Food,46,0,3,11,45,0,40.57142857142857,38.714285714285715
2025-11-04,3,Vegetable Curry,Cooked Food,38,1,4,11,45,0,40.57142857142857,39.285714285714285
2025-11-05,3,Vegetable Curry,Cooked Food,36,2,5,11,45,0,40.857142857142854,39.857142857142854
2025-11-06,3,Vegetable Curry,Cooked Food,34,3,6,11,45,0,40.142857142857146,39.5
2025-11-07,3,Vegetable Curry,Cooked Food,41,4,7,11,45,0,41.142857142857146,39.857142857142854
2025-11-08,3,Vegetable Curry,Cooked Food,38,5,8,11,45,1,41.0,40.0
2025-11-09,3,Vegetable Curry,Cooked Food,49,6,9,11,45,1,40.285714285714285,39.785714285714285
2025-11-10,3,Vegetable Curry,Cooked Food,37,0,10,11,46,0,39.0,39.785714285714285
2025-11-11,3,Vegetable Curry,Cooked Food,38,1,11,11,46,0,39.0,39.785714285714285
2025-11-12,3,Vegetable Curry,Cooked Food,28,2,12,11,46,0,37.857142857142854,39.357142857142854
2025-11-13,3,Vegetable Curry,Cooked Food,38,3,13,11,46,0,38.42857142857143,39.285714285714285
2025-11-14,3,Vegetable Curry,Cooked Food,37,4,14,11,46,0,37.857142857142854,39.5
2025-11-15,3,Vegetable Curry,Cooked Food,48,5,15,11,46,1,39.285714285714285,40.142857142857146
2025-11-16,3,Vegetable Curry,Cooked Food,40,6,16,11,46,1,38.0,39.142857142857146
2025-11-17,3,Vegetable Curry,Cooked Food,35,0,17,11,47,0,37.714285714285715,38.357142857142854
2025-11-18,3,Vegetable Curry,Cooked Food,40,1,18,11,47,0,38.0,38.5
2025-11-19,3,Vegetable Curry,Cooked Food,28,2,19,11,47,0,38.0,37.92857142857143
2025-11-20,3,Vegetable Curry,Cooked Food,36,3,20,11,47,0,37.714285714285715,38.07142857142857
2025-11-21,3,Vegetable Curry,Cooked Food,36,4,21,11,47,0,37.57142857142857,37.714285714285715
2025-11-22,3,Vegetable Curry,Cooked Food,45,5,22,11,47,1,37.142857142857146,38.214285714285715
2025-11-23,3,Vegetable Curry,Cooked Food,50,6,23,11,47,1,38.57142857142857,38.285714285714285
2025-11-24,3,Vegetable Curry,Cooked Food,40,0,24,11,48,0,39.285714285714285,38.5
2025-11-25,3,Vegetable Curry,Cooked Food,32,1,25,11,48,0,38.142857142857146,38.07142857142857
2025-11-26,3,Vegetable Curry,Cooked Food,39,2,26,11,48,0,39.714285714285715,38.857142857142854
2025-11-27,3,Vegetable Curry,Cooked Food,41,3,27,11,48,0,40.42857142857143,39.07142857142857
2025-11-28,3,Vegetable Curry,Cooked Food,33,4,28,11,48,0,40.0,38.785714285714285
2025-11-29,3,Vegetable Curry,Cooked Food,47,5,29,11,48,1,40.285714285714285,38.714285714285715
2025-11-30,3,Vegetable Curry,Cooked Food,42,6,30,11,48,1,39.142857142857146,38.857142857142854
2025-12-01,3,Vegetable Curry,Cooked Food,35,0,1,12,49,0,38.42857142857143,38.857142857142854
2025-12-02,3,Vegetable Curry,Cooked Food,41,1,2,12,49,0,39.714285714285715,38.92857142857143
2025-12-03,3,Vegetable Curry,Cooked Food,41,2,3,12,49,0,40.0,39.857142857142854
2025-12-04,3,Vegetable Curry,Cooked Food,35,3,4,12,49,0,39.142857142857146,39.785714285714285
2025-12-05,3,Vegetable Curry,Cooked Food,37,4,5,12,49,0,39.714285714285715,39.857142857142854
2025-12-06,3,Vegetable Curry,Cooked Food,34,5,6,12,49,1,37.857142857142854,39.07142857142857
2025-12-07,3,Vegetable Curry,Cooked Food,38,6,7,12,49,1,37.285714285714285,38.214285714285715
2025-12-08,3,Vegetable Curry,Cooked Food,31,0,8,12,50,0,36.714285714285715,37.57142857142857
2025-12-09,3,Vegetable Curry,Cooked Food,38,1,9,12,50,0,36.285714285714285,38.0
2025-12-10,3,Vegetable Curry,Cooked Food,38,2,10,12,50,0,35.857142857142854,37.92857142857143
2025-12-11,3,Vegetable Curry,Cooked Food,37,3,11,12,50,0,36.142857142857146,37.642857142857146
2025-12-12,3,Vegetable Curry,Cooked Food,36,4,12,12,50,0,36.0,37.857142857142854
2025-12-13,3,Vegetable Curry,Cooked Food,45,5,13,12,50,1,37.57142857142857,37.714285714285715
2025-12-14,3,Vegetable Curry,Cooked Food,45,6,14,12,50,1,38.57142857142857,37.92857142857143
2025-12-15,3,Vegetable Curry,Cooked Food,45,0,15,12,51,0,40.57142857142857,38.642857142857146
2025-12-16,3,Vegetable Curry,Cooked Food,36,1,16,12,51,0,40.285714285714285,38.285714285714285
2025-12-17,3,Vegetable Curry,Cooked Food,38,2,17,12,51,0,40.285714285714285,38.07142857142857
2025-12-18,3,Vegetable Curry,Cooked Food,29,3,18,12,51,0,39.142857142857146,37.642857142857146
2025-12-19,3,Vegetable Curry,Cooked Food,39,4,19,12,51,0,39.57142857142857,37.785714285714285
2025-12-20,3,Vegetable Curry,Cooked Food,45,5,20,12,51,1,39.57142857142857,38.57142857142857
2025-12-21,3,Vegetable Curry,Cooked Food,50,6,21,12,51,1,40.285714285714285,39.42857142857143
2025-12-22,3,Vegetable Curry,Cooked Food,42,0,22,12,52,0,39.857142857142854,40.214285714285715
2025-12-23,3,Vegetable Curry,Cooked Food,37,1,23,12,52,0,40.0,40.142857142857146
2025-12-24,3,Vegetable Curry,Cooked Food,37,2,24,12,52,0,39.857142857142854,40.07142857142857
2025-12-25,3,Vegetable Curry,Cooked Food,30,3,25,12,52,0,40.0,39.57142857142857
2025-12-26,3,Vegetable Curry,Cooked Food,37,4,26,12,52,0,39.714285714285715,39.642857142857146
2025-12-27,3,Vegetable Curry,Cooked Food,49,5,27,12,52,1,40.285714285714285,39.92857142857143
2025-12-28,3,Vegetable Curry,Cooked Food,44,6,28,12,52,1,39.42857142857143,39.857142857142854
2025-12-29,3,Vegetable Curry,Cooked Food,39,0,29,12,1,0,39.0,39.42857142857143
2025-12-30,3,Vegetable Curry,Cooked Food,29,1,30,12,1,0,37.857142857142854,38.92857142857143
2025-12-31,3,Vegetable Curry,Cooked Food,30,2,31,12,1,0,36.857142857142854,38.357142857142854
2026-01-01,3,Vegetable Curry,Cooked Food,38,3,1,1,1,0,38.0,39.0
2026-01-02,3,Vegetable Curry,Cooked Food,36,4,2,1,1,0,37.857142857142854,38.785714285714285
2026-01-03,3,Vegetable Curry,Cooked Food,38,5,3,1,1,1,36.285714285714285,38.285714285714285
2026-01-04,3,Vegetable Curry,Cooked Food,48,6,4,1,1,1,36.857142857142854,38.142857142857146
2026-01-05,3,Vegetable Curry,Cooked Food,35,0,5,1,2,0,36.285714285714285,37.642857142857146
2026-01-06,3,Vegetable Curry,Cooked Food,35,1,6,1,2,0,37.142857142857146,37.5
2026-01-07,3,Vegetable Curry,Cooked Food,31,2,7,1,2,0,37.285714285714285,37.07142857142857
2026-01-08,3,Vegetable Curry,Cooked Food,37,3,8,1,2,0,37.142857142857146,37.57142857142857
2026-01-09,3,Vegetable Curry,Cooked Food,29,4,9,1,2,0,36.142857142857146,37.0
2026-01-10,3,Vegetable Curry,Cooked Food,39,5,10,1,2,1,36.285714285714285,36.285714285714285
2026-01-11,3,Vegetable Curry,Cooked Food,51,6,11,1,2,1,36.714285714285715,36.785714285714285
2026-01-12,3,Vegetable Curry,Cooked Food,34,0,12,1,3,0,36.57142857142857,36.42857142857143
2026-01-13,3,Vegetable Curry,Cooked Food,28,1,13,1,3,0,35.57142857142857,36.357142857142854
2026-01-14,3,Vegetable Curry,Cooked Food,39,2,14,1,3,0,36.714285714285715,37.0
2026-01-15,3,Vegetable Curry,Cooked Food,38,3,15,1,3,0,36.857142857142854,37.0
2026-01-16,3,Vegetable Curry,Cooked Food,41,4,16,1,3,0,38.57142857142857,37.357142857142854
2026-01-17,3,Vegetable Curry,Cooked Food,47,5,17,1,3,1,39.714285714285715,38.0
2026-01-18,3,Vegetable Curry,Cooked Food,55,6,18,1,3,1,40.285714285714285,38.5
2026-01-19,3,Vegetable Curry,Cooked Food,34,0,19,1,4,0,40.285714285714285,38.42857142857143
2026-01-20,3,Vegetable Curry,Cooked Food,33,1,20,1,4,0,41.0,38.285714285714285
2026-01-21,3,Vegetable Curry,Cooked Food,39,2,21,1,4,0,41.0,38.857142857142854
2026-01-22,3,Vegetable Curry,Cooked Food,39,3,22,1,4,0,41.142857142857146,39.0
2026-01-23,3,Vegetable Curry,Cooked Food,33,4,23,1,4,0,40.0,39.285714285714285
2026-01-24,3,Vegetable Curry,Cooked Food,37,5,24,1,4,1,38.57142857142857,39.142857142857146
2026-01-25,3,Vegetable Curry,Cooked Food,57,6,25,1,4,1,38.857142857142854,39.57142857142857
2026-01-26,3,Vegetable Curry,Cooked Food,40,0,26,1,5,0,39.714285714285715,40.0
2026-01-27,3,Vegetable Curry,Cooked Food,38,1,27,1,5,0,40.42857142857143,40.714285714285715
2026-01-28,3,Vegetable Curry,Cooked Food,34,2,28,1,5,0,39.714285714285715,40.357142857142854
2026-01-29,3,Vegetable Curry,Cooked Food,28,3,29,1,5,0,38.142857142857146,39.642857142857146
2026-01-30,3,Vegetable Curry,Cooked Food,38,4,30,1,5,0,38.857142857142854,39.42857142857143
2026-01-31,3,Vegetable Curry,Cooked Food,48,5,31,1,5,1,40.42857142857143,39.5
2026-02-01,3,Vegetable Curry,Cooked Food,48,6,1,2,5,1,39.142857142857146,39.0
2026-02-02,3,Vegetable Curry,Cooked Food,32,0,2,2,6,0,38.0,38.857142857142854
2026-02-03,3,Vegetable Curry,Cooked Food,40,1,3,2,6,0,38.285714285714285,39.357142857142854
2026-02-04,3,Vegetable Curry,Cooked Food,33,2,4,2,6,0,38.142857142857146,38.92857142857143
2026-02-05,3,Vegetable Curry,Cooked Food,28,3,5,2,6,0,38.142857142857146,38.142857142857146
2026-02-06,3,Vegetable Curry,Cooked Food,33,4,6,2,6,0,37.42857142857143,38.142857142857146
2026-02-07,3,Vegetable Curry,Cooked Food,45,5,7,2,6,1,37.0,38.714285714285715
2026-02-08,3,Vegetable Curry,Cooked Food,44,6,8,2,6,1,36.42857142857143,37.785714285714285
2026-02-09,3,Vegetable Curry,Cooked Food,32,0,9,2,7,0,36.42857142857143,37.214285714285715
2026-02-10,3,Vegetable Curry,Cooked Food,39,1,10,2,7,0,36.285714285714285,37.285714285714285
2026-02-11,3,Vegetable Curry,Cooked Food,29,2,11,2,7,0,35.714285714285715,36.92857142857143
2026-02-12,3,Vegetable Curry,Cooked Food,29,3,12,2,7,0,35.857142857142854,37.0
2026-02-13,3,Vegetable Curry,Cooked Food,41,4,13,2,7,0,37.0,37.214285714285715
2026-02-14,3,Vegetable Curry,Cooked Food,36,5,14,2,7,1,35.714285714285715,36.357142857142854
2026-02-15,3,Vegetable Curry,Cooked Food,44,6,15,2,7,1,35.714285714285715,36.07142857142857
2026-02-16,3,Vegetable Curry,Cooked Food,39,0,16,2,8,0,36.714285714285715,36.57142857142857
2026-02-17,3,Vegetable Curry,Cooked Food,37,1,17,2,8,0,36.42857142857143,36.357142857142854
2026-02-18,3,Vegetable Curry,Cooked Food,36,2,18,2,8,0,37.42857142857143,36.57142857142857
2026-02-19,3,Vegetable Curry,Cooked Food,32,3,19,2,8,0,37.857142857142854,36.857142857142854
2026-02-20,3,Vegetable Curry,Cooked Food,34,4,20,2,8,0,36.857142857142854,36.92857142857143
2026-02-21,3,Vegetable Curry,Cooked Food,49,5,21,2,8,1,38.714285714285715,37.214285714285715
2026-02-22,3,Vegetable Curry,Cooked Food,40,6,22,2,8,1,38.142857142857146,36.92857142857143
2026-02-23,3,Vegetable Curry,Cooked Food,39,0,23,2,9,0,38.142857142857146,37.42857142857143
2026-02-24,3,Vegetable Curry,Cooked Food,41,1,24,2,9,0,38.714285714285715,37.57142857142857
2026-02-25,3,Vegetable Curry,Cooked Food,37,2,25,2,9,0,38.857142857142854,38.142857142857146
2026-02-26,3,Vegetable Curry,Cooked Food,33,3,26,2,9,0,39.0,38.42857142857143
2026-02-27,3,Vegetable Curry,Cooked Food,31,4,27,2,9,0,38.57142857142857,37.714285714285715
2026-02-28,3,Vegetable Curry,Cooked Food,49,5,28,2,9,1,38.57142857142857,38.642857142857146
2026-03-01,3,Vegetable Curry,Cooked Food,47,6,1,3,9,1,39.57142857142857,38.857142857142854
2026-03-02,3,Vegetable Curry,Cooked Food,42,0,2,3,10,0,40.0,39.07142857142857
2026-03-03,3,Vegetable Curry,Cooked Food,33,1,3,3,10,0,38.857142857142854,38.785714285714285
2026-03-04,3,Vegetable Curry,Cooked Food,34,2,4,3,10,0,38.42857142857143,38.642857142857146
2026-03-05,3,Vegetable Curry,Cooked Food,36,3,5,3,10,0,38.857142857142854,38.92857142857143
2026-03-06,3,Vegetable Curry,Cooked Food,28,4,6,3,10,0,38.42857142857143,38.5
2026-03-07,3,Vegetable Curry,Cooked Food,45,5,7,3,10,1,37.857142857142854,38.214285714285715
2026-03-08,3,Vegetable Curry,Cooked Food,41,6,8,3,10,1,37.0,38.285714285714285
2026-03-09,3,Vegetable Curry,Cooked Food,40,0,9,3,11,0,36.714285714285715,38.357142857142854
2026-03-10,3,Vegetable Curry,Cooked Food,30,1,10,3,11,0,36.285714285714285,37.57142857142857
2026-03-11,3,Vegetable Curry,Cooked Food,37,2,11,3,11,0,36.714285714285715,37.57142857142857
2026-03-12,3,Vegetable Curry,Cooked Food,37,3,12,3,11,0,36.857142857142854,37.857142857142854
2026-03-13,3,Vegetable Curry,Cooked Food,37,4,13,3,11,0,38.142857142857146,38.285714285714285
2026-03-14,3,Vegetable Curry,Cooked Food,34,5,14,3,11,1,36.57142857142857,37.214285714285715
2026-03-15,3,Vegetable Curry,Cooked Food,46,6,15,3,11,1,37.285714285714285,37.142857142857146
2026-03-16,3,Vegetable Curry,Cooked Food,44,0,16,3,12,0,37.857142857142854,37.285714285714285
2026-03-17,3,Vegetable Curry,Cooked Food,40,1,17,3,12,0,39.285714285714285,37.785714285714285
2026-03-18,3,Vegetable Curry,Cooked Food,40,2,18,3,12,0,39.714285714285715,38.214285714285715
2026-03-19,3,Vegetable Curry,Cooked Food,35,3,19,3,12,0,39.42857142857143,38.142857142857146
2026-03-20,3,Vegetable Curry,Cooked Food,34,4,20,3,12,0,39.0,38.57142857142857
2026-03-21,3,Vegetable Curry,Cooked Food,47,5,21,3,12,1,40.857142857142854,38.714285714285715
2026-03-22,3,Vegetable Curry,Cooked Food,44,6,22,3,12,1,40.57142857142857,38.92857142857143
2026-03-23,3,Vegetable Curry,Cooked Food,30,0,23,3,13,0,38.57142857142857,38.214285714285715
2026-03-24,3,Vegetable Curry,Cooked Food,40,1,24,3,13,0,38.57142857142857,38.92857142857143
2026-03-25,3,Vegetable Curry,Cooked Food,29,2,25,3,13,0,37.0,38.357142857142854
2026-03-26,3,Vegetable Curry,Cooked Food,37,3,26,3,13,0,37.285714285714285,38.357142857142854
2026-03-27,3,Vegetable Curry,Cooked Food,29,4,27,3,13,0,36.57142857142857,37.785714285714285
2026-03-28,3,Vegetable Curry,Cooked Food,42,5,28,3,13,1,35.857142857142854,38.357142857142854
2026-03-29,3,Vegetable Curry,Cooked Food,48,6,29,3,13,1,36.42857142857143,38.5
2026-03-30,3,Vegetable Curry,Cooked Food,42,0,30,3,14,0,38.142857142857146,38.357142857142854
2026-03-31,3,Vegetable Curry,Cooked Food,41,1,31,3,14,0,38.285714285714285,38.42857142857143
2026-04-01,3,Vegetable Curry,Cooked Food,41,2,1,4,14,0,40.0,38.5
2026-04-02,3,Vegetable Curry,Cooked Food,37,3,2,4,14,0,40.0,38.642857142857146
2026-04-03,3,Vegetable Curry,Cooked Food,28,4,3,4,14,0,39.857142857142854,38.214285714285715
2026-04-04,3,Vegetable Curry,Cooked Food,38,5,4,4,14,1,39.285714285714285,37.57142857142857
2026-04-05,3,Vegetable Curry,Cooked Food,38,6,5,4,14,1,37.857142857142854,37.142857142857146
2026-04-06,3,Vegetable Curry,Cooked Food,36,0,6,4,15,0,37.0,37.57142857142857
2026-04-07,3,Vegetable Curry,Cooked Food,38,1,7,4,15,0,36.57142857142857,37.42857142857143
2026-04-08,3,Vegetable Curry,Cooked Food,31,2,8,4,15,0,35.142857142857146,37.57142857142857
2026-04-09,3,Vegetable Curry,Cooked Food,34,3,9,4,15,0,34.714285714285715,37.357142857142854
2026-04-10,3,Vegetable Curry,Cooked Food,33,4,10,4,15,0,35.42857142857143,37.642857142857146
2026-04-11,3,Vegetable Curry,Cooked Food,43,5,11,4,15,1,36.142857142857146,37.714285714285715
2026-04-12,3,Vegetable Curry,Cooked Food,55,6,12,4,15,1,38.57142857142857,38.214285714285715
2026-04-13,3,Vegetable Curry,Cooked Food,33,0,13,4,16,0,38.142857142857146,37.57142857142857
2026-04-14,3,Vegetable Curry,Cooked Food,28,1,14,4,16,0,36.714285714285715,36.642857142857146
2026-04-15,3,Vegetable Curry,Cooked Food,30,2,15,4,16,0,36.57142857142857,35.857142857142854
