date,food_id,food_name,category,quantity_purchased,supplier,purchase_cost
2026-06-26,8,Pulao,Prepared Food,232,Local Supplier,16969.16
2026-07-03,1,Rice,Grains,350,City Wholesale Market,14319.1
2026-07-03,2,Chapati,Bakery,360,Local Supplier,4705.1
2026-07-03,3,Vegetable Curry,Cooked Food,261,City Wholesale Market,15468.86
2026-07-03,4,Dal,Cooked Food,168,Green Basket Suppliers,7887.17
2026-07-03,5,Bread,Bakery,294,Fresh Foods Ltd,9023.2
2026-07-03,6,Milk,Dairy,351,Green Basket Suppliers,11644.35
2026-07-03,7,Curd,Dairy,160,Fresh Foods Ltd,6605.05
2026-07-03,8,Pulao,Prepared Food,221,City Wholesale Market,15015.58
2026-07-10,1,Rice,Grains,278,Fresh Foods Ltd,11159.46
2026-07-10,2,Chapati,Bakery,396,Local Supplier,5150.39
2026-07-10,3,Vegetable Curry,Cooked Food,232,Green Basket Suppliers,13495.37
2026-07-10,4,Dal,Cooked Food,223,Fresh Foods Ltd,11387.19
2026-07-10,5,Bread,Bakery,223,City Wholesale Market,6790.23
2026-07-10,6,Milk,Dairy,289,City Wholesale Market,10127.62
2026-07-10,7,Curd,Dairy,213,Green Basket Suppliers,9278.21
2026-07-10,8,Pulao,Prepared Food,203,Green Basket Suppliers,15278.91
2026-07-17,1,Rice,Grains,334,Green Basket Suppliers,13878.88
2026-07-17,2,Chapati,Bakery,434,City Wholesale Market,5489.2
2026-07-17,3,Vegetable Curry,Cooked Food,254,City Wholesale Market,15793.5
2026-07-17,4,Dal,Cooked Food,230,Local Supplier,11458.53
2026-07-17,5,Bread,Bakery,230,City Wholesale Market,7084.45
2026-07-17,6,Milk,Dairy,399,Fresh Foods Ltd,14803.35
2026-07-17,7,Curd,Dairy,199,Green Basket Suppliers,8984.56
2026-07-17,8,Pulao,Prepared Food,191,Green Basket Suppliers,12696.84
2026-07-24,1,Rice,Grains,237,Green Basket Suppliers,8676.15
2026-07-24,2,Chapati,Bakery,428,City Wholesale Market,4944.81
2026-07-24,3,Vegetable Curry,Cooked Food,197,Green Basket Suppliers,11070.1
2026-07-24,4,Dal,Cooked Food,217,Fresh Foods Ltd,10847.83
2026-07-24,5,Bread,Bakery,223,Fresh Foods Ltd,7188.73
2026-07-24,6,Milk,Dairy,281,Fresh Foods Ltd,10493.83
2026-07-24,7,Curd,Dairy,240,Green Basket Suppliers,10056.95
2026-07-24,8,Pulao,Prepared Food,202,Local Supplier,14637.2
2026-07-31,1,Rice,Grains,314,Local Supplier,13223.78
2026-07-31,2,Chapati,Bakery,364,Local Supplier,4672.02
2026-07-31,3,Vegetable Curry,Cooked Food,213,Green Basket Suppliers,12760.42
2026-07-31,4,Dal,Cooked Food,238,Green Basket Suppliers,11878.12
2026-07-31,5,Bread,Bakery,318,Green Basket Suppliers,9345.15
2026-07-31,6,Milk,Dairy,362,Fresh Foods Ltd,11540.21
2026-07-31,7,Curd,Dairy,236,City Wholesale Market,11553.83
2026-07-31,8,Pulao,Prepared Food,193,Green Basket Suppliers,13222.82
