date,food_id,food_name,category,quantity_sold
2025-10-21,2,Chapati,Bakery,53
2025-10-21,3,Vegetable Curry,Cooked Food,30
2025-10-21,4,Dal,Cooked Food,24
2025-10-21,5,Bread,Bakery,47
2025-10-21,6,Milk,Dairy,49
2025-10-21,7,Curd,Dairy,36
2025-10-21,8,Pulao,Prepared Food,36
2025-10-22,1,Rice,Grains,37
2025-10-22,2,Chapati,Bakery,57
2025-10-22,3,Vegetable Curry,Cooked Food,28
2025-10-22,4,Dal,Cooked Food,25
2025-10-22,5,Bread,Bakery,41
2025-10-22,6,Milk,Dairy,46
2025-10-22,7,Curd,Dairy,38
2025-10-22,8,Pulao,Prepared Food,32
2025-10-23,1,Rice,Grains,49
2025-10-23,2,Chapati,Bakery,57
2025-10-23,3,Vegetable Curry,Cooked Food,39
2025-10-23,4,Dal,Cooked Food,26
2025-10-23,5,Bread,Bakery,40
2025-10-23,6,Milk,Dairy,49
2025-10-23,7,Curd,Dairy,31
2025-10-23,8,Pulao,Prepared Food,43
2025-10-24,1,Rice,Grains,53
2025-10-24,2,Chapati,Bakery,50
2025-10-24,3,Vegetable Curry,Cooked Food,36
2025-10-24,4,Dal,Cooked Food,31
2025-10-24,5,Bread,Bakery,43
2025-10-24,6,Milk,Dairy,58
2025-10-24,7,Curd,Dairy,28
2025-10-24,8,Pulao,Prepared Food,33
2025-10-25,1,Rice,Grains,57
2025-10-25,2,Chapati,Bakery,56
2025-10-25,3,Vegetable Curry,Cooked Food,36
2025-10-25,4,Dal,Cooked Food,29
2025-10-25,5,Bread,Bakery,38
2025-10-25,6,Milk,Dairy,58
2025-10-25,7,Curd,Dairy,39
2025-10-25,8,Pulao,Prepared Food,41
2025-10-26,1,Rice,Grains,55
2025-10-26,2,Chapati,Bakery,82
2025-10-26,3,Vegetable Curry,Cooked Food,52
2025-10-26,4,Dal,Cooked Food,40
2025-10-26,5,Bread,Bakery,59
2025-10-26,6,Milk,Dairy,80
2025-10-26,7,Curd,Dairy,49
2025-10-26,8,Pulao,Prepared Food,55
2025-10-27,1,Rice,Grains,52
2025-10-27,2,Chapati,Bakery,70
2025-10-27,3,Vegetable Curry,Cooked Food,37
2025-10-27,4,Dal,Cooked Food,33
2025-10-27,5,Bread,Bakery,46
2025-10-27,6,Milk,Dairy,63
2025-10-27,7,Curd,Dairy,39
2025-10-27,8,Pulao,Prepared Food,34
2025-10-28,1,Rice,Grains,38
2025-10-28,2,Chapati,Bakery,50
2025-10-28,3,Vegetable Curry,Cooked Food,38
2025-10-28,4,Dal,Cooked Food,30
2025-10-28,5,Bread,Bakery,36
2025-10-28,6,Milk,Dairy,42
2025-10-28,7,Curd,Dairy,34
2025-10-28,8,Pulao,Prepared Food,41
2025-10-29,1,Rice,Grains,52
2025-10-29,2,Chapati,Bakery,55
2025-10-29,3,Vegetable Curry,Cooked Food,34
2025-10-29,4,Dal,Cooked Food,24
2025-10-29,5,Bread,Bakery,32
2025-10-29,6,Milk,Dairy,48
2025-10-29,7,Curd,Dairy,29
2025-10-29,8,Pulao,Prepared Food,34
2025-10-30,1,Rice,Grains,37
2025-10-30,2,Chapati,Bakery,65
2025-10-30,3,Vegetable Curry,Cooked Food,39
2025-10-30,4,Dal,Cooked Food,30
2025-10-30,5,Bread,Bakery,47
2025-10-30,6,Milk,Dairy,59
2025-10-30,7,Curd,Dairy,34
2025-10-30,8,Pulao,Prepared Food,34
2025-10-31,1,Rice,Grains,36
2025-10-31,2,Chapati,Bakery,60
2025-10-31,3,Vegetable Curry,Cooked Food,34
2025-10-31,4,Dal,Cooked Food,31
2025-10-31,5,Bread,Bakery,46
2025-10-31,6,Milk,Dairy,43
2025-10-31,7,Curd,Dairy,33
2025-10-31,8,Pulao,Prepared Food,40
2025-11-01,1,Rice,Grains,53
2025-11-01,2,Chapati,Bakery,55
2025-11-01,3,Vegetable Curry,Cooked Food,39
2025-11-01,4,Dal,Cooked Food,33
2025-11-01,5,Bread,Bakery,51
2025-11-01,6,Milk,Dairy,68
2025-11-01,7,Curd,Dairy,35
2025-11-01,8,Pulao,Prepared Food,49
2025-11-02,1,Rice,Grains,56
2025-11-02,2,Chapati,Bakery,89
2025-11-02,3,Vegetable Curry,Cooked Food,54
2025-11-02,4,Dal,Cooked Food,42
2025-11-02,5,Bread,Bakery,54
2025-11-02,6,Milk,Dairy,63
2025-11-02,7,Curd,Dairy,41
2025-11-02,8,Pulao,Prepared Food,62
2025-11-03,1,Rice,Grains,47
2025-11-03,2,Chapati,Bakery,60
2025-11-03,3,Vegetable Curry,Cooked Food,46
2025-11-03,4,Dal,Cooked Food,35
2025-11-03,5,Bread,Bakery,44
2025-11-03,6,Milk,Dairy,53
2025-11-03,7,Curd,Dairy,30
2025-11-03,8,Pulao,Prepared Food,39
2025-11-04,1,Rice,Grains,49
2025-11-04,2,Chapati,Bakery,57
2025-11-04,3,Vegetable Curry,Cooked Food,38
2025-11-04,4,Dal,Cooked Food,26
2025-11-04,5,Bread,Bakery,40
2025-11-04,6,Milk,Dairy,58
2025-11-04,7,Curd,Dairy,31
2025-11-04,8,Pulao,Prepared Food,41
2025-11-05,1,Rice,Grains,38
2025-11-05,2,Chapati,Bakery,65
2025-11-05,3,Vegetable Curry,Cooked Food,36
2025-11-05,4,Dal,Cooked Food,26
2025-11-05,5,Bread,Bakery,34
2025-11-05,6,Milk,Dairy,51
2025-11-05,7,Curd,Dairy,32
2025-11-05,8,Pulao,Prepared Food,31
2025-11-06,1,Rice,Grains,53
2025-11-06,2,Chapati,Bakery,64
2025-11-06,3,Vegetable Curry,Cooked Food,34
2025-11-06,4,Dal,Cooked Food,25
2025-11-06,5,Bread,Bakery,45
2025-11-06,6,Milk,Dairy,49
2025-11-06,7,Curd,Dairy,34
2025-11-06,8,Pulao,Prepared Food,38
2025-11-07,1,Rice,Grains,40
2025-11-07,2,Chapati,Bakery,62
2025-11-07,3,Vegetable Curry,Cooked Food,41
2025-11-07,4,Dal,Cooked Food,26
2025-11-07,5,Bread,Bakery,40
2025-11-07,6,Milk,Dairy,47
2025-11-07,7,Curd,Dairy,37
2025-11-07,8,Pulao,Prepared Food,38
2025-11-08,1,Rice,Grains,62
2025-11-08,2,Chapati,Bakery,75
2025-11-08,3,Vegetable Curry,Cooked Food,38
2025-11-08,4,Dal,Cooked Food,40
2025-11-08,5,Bread,Bakery,46
2025-11-08,6,Milk,Dairy,70
2025-11-08,7,Curd,Dairy,38
2025-11-08,8,Pulao,Prepared Food,51
2025-11-09,1,Rice,Grains,56
2025-11-09,2,Chapati,Bakery,69
2025-11-09,3,Vegetable Curry,Cooked Food,49
2025-11-09,4,Dal,Cooked Food,49
2025-11-09,5,Bread,Bakery,54
2025-11-09,6,Milk,Dairy,59
2025-11-09,7,Curd,Dairy,44
2025-11-09,8,Pulao,Prepared Food,49
2025-11-10,1,Rice,Grains,50
2025-11-10,2,Chapati,Bakery,61
2025-11-10,3,Vegetable Curry,Cooked Food,37
2025-11-10,4,Dal,Cooked Food,30
2025-11-10,5,Bread,Bakery,38
2025-11-10,6,Milk,Dairy,59
2025-11-10,7,Curd,Dairy,36
2025-11-10,8,Pulao,Prepared Food,37
2025-11-11,1,Rice,Grains,49
2025-11-11,2,Chapati,Bakery,44
2025-11-11,3,Vegetable Curry,Cooked Food,38
2025-11-11,4,Dal,Cooked Food,32
2025-11-11,5,Bread,Bakery,44
2025-11-11,6,Milk,Dairy,47
2025-11-11,7,Curd,Dairy,34
2025-11-11,8,Pulao,Prepared Food,42
2025-11-12,1,Rice,Grains,53
2025-11-12,2,Chapati,Bakery,54
2025-11-12,3,Vegetable Curry,Cooked Food,28
2025-11-12,4,Dal,Cooked Food,30
2025-11-12,5,Bread,Bakery,41
2025-11-12,6,Milk,Dairy,57
2025-11-12,7,Curd,Dairy,36
2025-11-12,8,Pulao,Prepared Food,37
2025-11-13,1,Rice,Grains,45
2025-11-13,2,Chapati,Bakery,54
2025-11-13,3,Vegetable Curry,Cooked Food,38
2025-11-13,4,Dal,Cooked Food,28
2025-11-13,5,Bread,Bakery,42
2025-11-13,6,Milk,Dairy,43
2025-11-13,7,Curd,Dairy,31
2025-11-13,8,Pulao,Prepared Food,45
2025-11-14,1,Rice,Grains,42
2025-11-14,2,Chapati,Bakery,59
2025-11-14,3,Vegetable Curry,Cooked Food,37
2025-11-14,4,Dal,Cooked Food,34
2025-11-14,5,Bread,Bakery,45
2025-11-14,6,Milk,Dairy,57
2025-11-14,7,Curd,Dairy,30
2025-11-14,8,Pulao,Prepared Food,35
2025-11-15,1,Rice,Grains,58
2025-11-15,2,Chapati,Bakery,72
2025-11-15,3,Vegetable Curry,Cooked Food,48
2025-11-15,4,Dal,Cooked Food,29
2025-11-15,5,Bread,Bakery,39
2025-11-15,6,Milk,Dairy,63
2025-11-15,7,Curd,Dairy,44
2025-11-15,8,Pulao,Prepared Food,54
2025-11-16,1,Rice,Grains,68
2025-11-16,2,Chapati,Bakery,73
2025-11-16,3,Vegetable Curry,Cooked Food,40
2025-11-16,4,Dal,Cooked Food,43
2025-11-16,5,Bread,Bakery,63
2025-11-16,6,Milk,Dairy,67
2025-11-16,7,Curd,Dairy,47
2025-11-16,8,Pulao,Prepared Food,60
2025-11-17,1,Rice,Grains,40
2025-11-17,2,Chapati,Bakery,67
2025-11-17,3,Vegetable Curry,Cooked Food,35
2025-11-17,4,Dal,Cooked Food,31
2025-11-17,5,Bread,Bakery,37
2025-11-17,6,Milk,Dairy,55
2025-11-17,7,Curd,Dairy,36
2025-11-17,8,Pulao,Prepared Food,46
2025-11-18,1,Rice,Grains,39
2025-11-18,2,Chapati,Bakery,45
2025-11-18,3,Vegetable Curry,Cooked Food,40
2025-11-18,4,Dal,Cooked Food,31
2025-11-18,5,Bread,Bakery,35
2025-11-18,6,Milk,Dairy,58
2025-11-18,7,Curd,Dairy,27
2025-11-18,8,Pulao,Prepared Food,37
2025-11-19,1,Rice,Grains,40
2025-11-19,2,Chapati,Bakery,49
2025-11-19,3,Vegetable Curry,Cooked Food,28
2025-11-19,4,Dal,Cooked Food,33
2025-11-19,5,Bread,Bakery,46
2025-11-19,6,Milk,Dairy,53
2025-11-19,7,Curd,Dairy,27
2025-11-19,8,Pulao,Prepared Food,37
2025-11-20,1,Rice,Grains,42
2025-11-20,2,Chapati,Bakery,56
2025-11-20,3,Vegetable Curry,Cooked Food,36
2025-11-20,4,Dal,Cooked Food,29
2025-11-20,5,Bread,Bakery,36
2025-11-20,6,Milk,Dairy,56
2025-11-20,7,Curd,Dairy,28
2025-11-20,8,Pulao,Prepared Food,36
2025-11-21,1,Rice,Grains,44
2025-11-21,2,Chapati,Bakery,49
2025-11-21,3,Vegetable Curry,Cooked Food,36
2025-11-21,4,Dal,Cooked Food,30
2025-11-21,5,Bread,Bakery,47
2025-11-21,6,Milk,Dairy,45
2025-11-21,7,Curd,Dairy,38
2025-11-21,8,Pulao,Prepared Food,40
2025-11-22,1,Rice,Grains,49
2025-11-22,2,Chapati,Bakery,67
2025-11-22,3,Vegetable Curry,Cooked Food,45
2025-11-22,4,Dal,Cooked Food,39
2025-11-22,5,Bread,Bakery,39
2025-11-22,6,Milk,Dairy,62
2025-11-22,7,Curd,Dairy,38
2025-11-22,8,Pulao,Prepared Food,52
2025-11-23,1,Rice,Grains,56
2025-11-23,2,Chapati,Bakery,84
2025-11-23,3,Vegetable Curry,Cooked Food,50
2025-11-23,4,Dal,Cooked Food,38
2025-11-23,5,Bread,Bakery,58
2025-11-23,6,Milk,Dairy,72
2025-11-23,7,Curd,Dairy,47
2025-11-23,8,Pulao,Prepared Food,57
2025-11-24,1,Rice,Grains,52
2025-11-24,2,Chapati,Bakery,68
2025-11-24,3,Vegetable Curry,Cooked Food,40
2025-11-24,4,Dal,Cooked Food,38
2025-11-24,5,Bread,Bakery,46
2025-11-24,6,Milk,Dairy,50
2025-11-24,7,Curd,Dairy,34
2025-11-24,8,Pulao,Prepared Food,43
2025-11-25,1,Rice,Grains,49
2025-11-25,2,Chapati,Bakery,45
2025-11-25,3,Vegetable Curry,Cooked Food,32
2025-11-25,4,Dal,Cooked Food,32
2025-11-25,5,Bread,Bakery,34
2025-11-25,6,Milk,Dairy,42
2025-11-25,7,Curd,Dairy,32
2025-11-25,8,Pulao,Prepared Food,45
2025-11-26,1,Rice,Grains,45
2025-11-26,2,Chapati,Bakery,64
2025-11-26,3,Vegetable Curry,Cooked Food,39
2025-11-26,4,Dal,Cooked Food,27
2025-11-26,5,Bread,Bakery,45
2025-11-26,6,Milk,Dairy,49
2025-11-26,7,Curd,Dairy,35
2025-11-26,8,Pulao,Prepared Food,41
2025-11-27,1,Rice,Grains,42
2025-11-27,2,Chapati,Bakery,46
2025-11-27,3,Vegetable Curry,Cooked Food,41
2025-11-27,4,Dal,Cooked Food,25
2025-11-27,5,Bread,Bakery,47
2025-11-27,6,Milk,Dairy,57
2025-11-27,7,Curd,Dairy,34
2025-11-27,8,Pulao,Prepared Food,45
2025-11-28,1,Rice,Grains,53
2025-11-28,2,Chapati,Bakery,61
2025-11-28,3,Vegetable Curry,Cooked Food,33
2025-11-28,4,Dal,Cooked Food,33
2025-11-28,5,Bread,Bakery,32
2025-11-28,6,Milk,Dairy,50
2025-11-28,7,Curd,Dairy,31
2025-11-28,8,Pulao,Prepared Food,40
2025-11-29,1,Rice,Grains,57
2025-11-29,2,Chapati,Bakery,68
2025-11-29,3,Vegetable Curry,Cooked Food,47
2025-11-29,4,Dal,Cooked Food,42
2025-11-29,5,Bread,Bakery,40
2025-11-29,6,Milk,Dairy,53
2025-11-29,7,Curd,Dairy,31
2025-11-29,8,Pulao,Prepared Food,52
2025-11-30,1,Rice,Grains,63
2025-11-30,2,Chapati,Bakery,88
2025-11-30,3,Vegetable Curry,Cooked Food,42
2025-11-30,4,Dal,Cooked Food,34
2025-11-30,5,Bread,Bakery,62
2025-11-30,6,Milk,Dairy,80
2025-11-30,7,Curd,Dairy,40
2025-11-30,8,Pulao,Prepared Food,50
2025-12-01,1,Rice,Grains,42
2025-12-01,2,Chapati,Bakery,71
2025-12-01,3,Vegetable Curry,Cooked Food,35
2025-12-01,4,Dal,Cooked Food,32
2025-12-01,5,Bread,Bakery,36
2025-12-01,6,Milk,Dairy,63
2025-12-01,7,Curd,Dairy,30
2025-12-01,8,Pulao,Prepared Food,41
2025-12-02,1,Rice,Grains,48
2025-12-02,2,Chapati,Bakery,60
2025-12-02,3,Vegetable Curry,Cooked Food,41
2025-12-02,4,Dal,Cooked Food,29
2025-12-02,5,Bread,Bakery,43
2025-12-02,6,Milk,Dairy,43
2025-12-02,7,Curd,Dairy,30
2025-12-02,8,Pulao,Prepared Food,31
2025-12-03,1,Rice,Grains,44
2025-12-03,2,Chapati,Bakery,52
2025-12-03,3,Vegetable Curry,Cooked Food,41
2025-12-03,4,Dal,Cooked Food,24
2025-12-03,5,Bread,Bakery,37
2025-12-03,6,Milk,Dairy,48
2025-12-03,7,Curd,Dairy,37
2025-12-03,8,Pulao,Prepared Food,43
2025-12-04,1,Rice,Grains,37
2025-12-04,2,Chapati,Bakery,59
2025-12-04,3,Vegetable Curry,Cooked Food,35
2025-12-04,4,Dal,Cooked Food,35
2025-12-04,5,Bread,Bakery,37
2025-12-04,6,Milk,Dairy,47
2025-12-04,7,Curd,Dairy,28
2025-12-04,8,Pulao,Prepared Food,32
2025-12-05,1,Rice,Grains,51
2025-12-05,2,Chapati,Bakery,54
2025-12-05,3,Vegetable Curry,Cooked Food,37
2025-12-05,4,Dal,Cooked Food,31
2025-12-05,5,Bread,Bakery,41
2025-12-05,6,Milk,Dairy,40
2025-12-05,7,Curd,Dairy,35
2025-12-05,8,Pulao,Prepared Food,34
2025-12-06,1,Rice,Grains,45
2025-12-06,2,Chapati,Bakery,67
2025-12-06,3,Vegetable Curry,Cooked Food,34
2025-12-06,4,Dal,Cooked Food,39
2025-12-06,5,Bread,Bakery,42
2025-12-06,6,Milk,Dairy,53
2025-12-06,7,Curd,Dairy,44
2025-12-06,8,Pulao,Prepared Food,42
2025-12-07,1,Rice,Grains,53
2025-12-07,2,Chapati,Bakery,88
2025-12-07,3,Vegetable Curry,Cooked Food,38
2025-12-07,4,Dal,Cooked Food,47
2025-12-07,5,Bread,Bakery,47
2025-12-07,6,Milk,Dairy,58
2025-12-07,7,Curd,Dairy,39
2025-12-07,8,Pulao,Prepared Food,45
2025-12-08,1,Rice,Grains,52
2025-12-08,2,Chapati,Bakery,49
2025-12-08,3,Vegetable Curry,Cooked Food,31
2025-12-08,4,Dal,Cooked Food,36
2025-12-08,5,Bread,Bakery,39
2025-12-08,6,Milk,Dairy,51
2025-12-08,7,Curd,Dairy,30
2025-12-08,8,Pulao,Prepared Food,34
2025-12-09,1,Rice,Grains,49
2025-12-09,2,Chapati,Bakery,55
2025-12-09,3,Vegetable Curry,Cooked Food,38
2025-12-09,4,Dal,Cooked Food,29
2025-12-09,5,Bread,Bakery,44
2025-12-09,6,Milk,Dairy,50
2025-12-09,7,Curd,Dairy,26
2025-12-09,8,Pulao,Prepared Food,38
2025-12-10,1,Rice,Grains,53
2025-12-10,2,Chapati,Bakery,44
2025-12-10,3,Vegetable Curry,Cooked Food,38
2025-12-10,4,Dal,Cooked Food,34
2025-12-10,5,Bread,Bakery,40
2025-12-10,6,Milk,Dairy,49
2025-12-10,7,Curd,Dairy,37
2025-12-10,8,Pulao,Prepared Food,31
2025-12-11,1,Rice,Grains,44
2025-12-11,2,Chapati,Bakery,52
2025-12-11,3,Vegetable Curry,Cooked Food,37
2025-12-11,4,Dal,Cooked Food,29
2025-12-11,5,Bread,Bakery,46
2025-12-11,6,Milk,Dairy,41
2025-12-11,7,Curd,Dairy,26
2025-12-11,8,Pulao,Prepared Food,39
2025-12-12,1,Rice,Grains,37
2025-12-12,2,Chapati,Bakery,50
2025-12-12,3,Vegetable Curry,Cooked Food,36
2025-12-12,4,Dal,Cooked Food,30
2025-12-12,5,Bread,Bakery,37
2025-12-12,6,Milk,Dairy,59
2025-12-12,7,Curd,Dairy,32
2025-12-12,8,Pulao,Prepared Food,37
2025-12-13,1,Rice,Grains,56
2025-12-13,2,Chapati,Bakery,55
2025-12-13,3,Vegetable Curry,Cooked Food,45
2025-12-13,4,Dal,Cooked Food,41
2025-12-13,5,Bread,Bakery,50
2025-12-13,6,Milk,Dairy,66
2025-12-13,7,Curd,Dairy,41
2025-12-13,8,Pulao,Prepared Food,40
2025-12-14,1,Rice,Grains,60
2025-12-14,2,Chapati,Bakery,67
2025-12-14,3,Vegetable Curry,Cooked Food,45
2025-12-14,4,Dal,Cooked Food,40
2025-12-14,5,Bread,Bakery,53
2025-12-14,6,Milk,Dairy,57
2025-12-14,7,Curd,Dairy,42
2025-12-14,8,Pulao,Prepared Food,55
2025-12-15,1,Rice,Grains,47
2025-12-15,2,Chapati,Bakery,52
2025-12-15,3,Vegetable Curry,Cooked Food,45
2025-12-15,4,Dal,Cooked Food,27
2025-12-15,5,Bread,Bakery,49
2025-12-15,6,Milk,Dairy,46
2025-12-15,7,Curd,Dairy,29
2025-12-15,8,Pulao,Prepared Food,45
2025-12-16,1,Rice,Grains,50
2025-12-16,2,Chapati,Bakery,56
2025-12-16,3,Vegetable Curry,Cooked Food,36
2025-12-16,4,Dal,Cooked Food,30
2025-12-16,5,Bread,Bakery,37
2025-12-16,6,Milk,Dairy,42
2025-12-16,7,Curd,Dairy,30
2025-12-16,8,Pulao,Prepared Food,40
2025-12-17,1,Rice,Grains,49
2025-12-17,2,Chapati,Bakery,63
2025-12-17,3,Vegetable Curry,Cooked Food,38
2025-12-17,4,Dal,Cooked Food,35
2025-12-17,5,Bread,Bakery,41
2025-12-17,6,Milk,Dairy,47
2025-12-17,7,Curd,Dairy,32
2025-12-17,8,Pulao,Prepared Food,33
2025-12-18,1,Rice,Grains,47
2025-12-18,2,Chapati,Bakery,48
2025-12-18,3,Vegetable Curry,Cooked Food,29
2025-12-18,4,Dal,Cooked Food,34
2025-12-18,5,Bread,Bakery,37
2025-12-18,6,Milk,Dairy,55
2025-12-18,7,Curd,Dairy,32
2025-12-18,8,Pulao,Prepared Food,42
2025-12-19,1,Rice,Grains,51
2025-12-19,2,Chapati,Bakery,65
2025-12-19,3,Vegetable Curry,Cooked Food,39
2025-12-19,4,Dal,Cooked Food,31
2025-12-19,5,Bread,Bakery,42
2025-12-19,6,Milk,Dairy,40
2025-12-19,7,Curd,Dairy,37
2025-12-19,8,Pulao,Prepared Food,43
2025-12-20,1,Rice,Grains,48
2025-12-20,2,Chapati,Bakery,57
2025-12-20,3,Vegetable Curry,Cooked Food,45
2025-12-20,4,Dal,Cooked Food,33
2025-12-20,5,Bread,Bakery,44
2025-12-20,6,Milk,Dairy,48
2025-12-20,7,Curd,Dairy,44
2025-12-20,8,Pulao,Prepared Food,46
2025-12-21,1,Rice,Grains,59
2025-12-21,2,Chapati,Bakery,65
2025-12-21,3,Vegetable Curry,Cooked Food,50
2025-12-21,4,Dal,Cooked Food,33
2025-12-21,5,Bread,Bakery,60
2025-12-21,6,Milk,Dairy,61
2025-12-21,7,Curd,Dairy,42
2025-12-21,8,Pulao,Prepared Food,49
2025-12-22,1,Rice,Grains,46
2025-12-22,2,Chapati,Bakery,65
2025-12-22,3,Vegetable Curry,Cooked Food,42
2025-12-22,4,Dal,Cooked Food,33
2025-12-22,5,Bread,Bakery,36
2025-12-22,6,Milk,Dairy,45
2025-12-22,7,Curd,Dairy,30
2025-12-22,8,Pulao,Prepared Food,43
2025-12-23,1,Rice,Grains,48
2025-12-23,2,Chapati,Bakery,49
2025-12-23,3,Vegetable Curry,Cooked Food,37
2025-12-23,4,Dal,Cooked Food,29
2025-12-23,5,Bread,Bakery,39
2025-12-23,6,Milk,Dairy,45
2025-12-23,7,Curd,Dairy,35
2025-12-23,8,Pulao,Prepared Food,32
2025-12-24,1,Rice,Grains,43
2025-12-24,2,Chapati,Bakery,50
2025-12-24,3,Vegetable Curry,Cooked Food,37
2025-12-24,4,Dal,Cooked Food,29
2025-12-24,5,Bread,Bakery,42
2025-12-24,6,Milk,Dairy,40
2025-12-24,7,Curd,Dairy,30
2025-12-24,8,Pulao,Prepared Food,39
2025-12-25,1,Rice,Grains,36
2025-12-25,2,Chapati,Bakery,50
2025-12-25,3,Vegetable Curry,Cooked Food,30
2025-12-25,4,Dal,Cooked Food,25
2025-12-25,5,Bread,Bakery,36
2025-12-25,6,Milk,Dairy,46
2025-12-25,7,Curd,Dairy,25
2025-12-25,8,Pulao,Prepared Food,41
2025-12-26,1,Rice,Grains,39
2025-12-26,2,Chapati,Bakery,52
2025-12-26,3,Vegetable Curry,Cooked Food,37
2025-12-26,4,Dal,Cooked Food,30
2025-12-26,5,Bread,Bakery,45
2025-12-26,6,Milk,Dairy,56
2025-12-26,7,Curd,Dairy,26
2025-12-26,8,Pulao,Prepared Food,43
2025-12-27,1,Rice,Grains,44
2025-12-27,2,Chapati,Bakery,53
2025-12-27,3,Vegetable Curry,Cooked Food,49
2025-12-27,4,Dal,Cooked Food,41
2025-12-27,5,Bread,Bakery,49
2025-12-27,6,Milk,Dairy,61
2025-12-27,7,Curd,Dairy,41
2025-12-27,8,Pulao,Prepared Food,44
2025-12-28,1,Rice,Grains,52
2025-12-28,2,Chapati,Bakery,61
2025-12-28,3,Vegetable Curry,Cooked Food,44
2025-12-28,4,Dal,Cooked Food,46
2025-12-28,5,Bread,Bakery,57
2025-12-28,6,Milk,Dairy,78
2025-12-28,7,Curd,Dairy,51
2025-12-28,8,Pulao,Prepared Food,43
2025-12-29,1,Rice,Grains,56
2025-12-29,2,Chapati,Bakery,54
2025-12-29,3,Vegetable Curry,Cooked Food,39
2025-12-29,4,Dal,Cooked Food,33
2025-12-29,5,Bread,Bakery,42
2025-12-29,6,Milk,Dairy,50
2025-12-29,7,Curd,Dairy,32
2025-12-29,8,Pulao,Prepared Food,39
2025-12-30,1,Rice,Grains,39
2025-12-30,2,Chapati,Bakery,55
2025-12-30,3,Vegetable Curry,Cooked Food,29
2025-12-30,4,Dal,Cooked Food,30
2025-12-30,5,Bread,Bakery,46
2025-12-30,6,Milk,Dairy,46
2025-12-30,7,Curd,Dairy,34
2025-12-30,8,Pulao,Prepared Food,42
2025-12-31,1,Rice,Grains,50
2025-12-31,2,Chapati,Bakery,49
2025-12-31,3,Vegetable Curry,Cooked Food,30
2025-12-31,4,Dal,Cooked Food,26
2025-12-31,5,Bread,Bakery,41
2025-12-31,6,Milk,Dairy,55
2025-12-31,7,Curd,Dairy,33
2025-12-31,8,Pulao,Prepared Food,33
2026-01-01,1,Rice,Grains,49
2026-01-01,2,Chapati,Bakery,54
2026-01-01,3,Vegetable Curry,Cooked Food,38
2026-01-01,4,Dal,Cooked Food,33
2026-01-01,5,Bread,Bakery,39
2026-01-01,6,Milk,Dairy,58
2026-01-01,7,Curd,Dairy,32
2026-01-01,8,Pulao,Prepared Food,40
2026-01-02,1,Rice,Grains,47
2026-01-02,2,Chapati,Bakery,63
2026-01-02,3,Vegetable Curry,Cooked Food,36
2026-01-02,4,Dal,Cooked Food,25
2026-01-02,5,Bread,Bakery,33
2026-01-02,6,Milk,Dairy,48
2026-01-02,7,Curd,Dairy,29
2026-01-02,8,Pulao,Prepared Food,34
2026-01-03,1,Rice,Grains,44
2026-01-03,2,Chapati,Bakery,66
2026-01-03,3,Vegetable Curry,Cooked Food,38
2026-01-03,4,Dal,Cooked Food,35
2026-01-03,5,Bread,Bakery,39
2026-01-03,6,Milk,Dairy,67
2026-01-03,7,Curd,Dairy,31
2026-01-03,8,Pulao,Prepared Food,52
2026-01-04,1,Rice,Grains,70
2026-01-04,2,Chapati,Bakery,79
2026-01-04,3,Vegetable Curry,Cooked Food,48
2026-01-04,4,Dal,Cooked Food,40
2026-01-04,5,Bread,Bakery,56
2026-01-04,6,Milk,Dairy,77
2026-01-04,7,Curd,Dairy,51
2026-01-04,8,Pulao,Prepared Food,51
2026-01-05,1,Rice,Grains,55
2026-01-05,2,Chapati,Bakery,64
2026-01-05,3,Vegetable Curry,Cooked Food,35
2026-01-05,4,Dal,Cooked Food,32
2026-01-05,5,Bread,Bakery,37
2026-01-05,6,Milk,Dairy,45
2026-01-05,7,Curd,Dairy,29
2026-01-05,8,Pulao,Prepared Food,48
2026-01-06,1,Rice,Grains,42
2026-01-06,2,Chapati,Bakery,59
2026-01-06,3,Vegetable Curry,Cooked Food,35
2026-01-06,4,Dal,Cooked Food,26
2026-01-06,5,Bread,Bakery,35
2026-01-06,6,Milk,Dairy,48
2026-01-06,7,Curd,Dairy,31
2026-01-06,8,Pulao,Prepared Food,38
2026-01-07,1,Rice,Grains,38
2026-01-07,2,Chapati,Bakery,52
2026-01-07,3,Vegetable Curry,Cooked Food,31
2026-01-07,4,Dal,Cooked Food,28
2026-01-07,5,Bread,Bakery,37
2026-01-07,6,Milk,Dairy,51
2026-01-07,7,Curd,Dairy,35
2026-01-07,8,Pulao,Prepared Food,40
2026-01-08,1,Rice,Grains,37
2026-01-08,2,Chapati,Bakery,46
2026-01-08,3,Vegetable Curry,Cooked Food,37
2026-01-08,4,Dal,Cooked Food,27
2026-01-08,5,Bread,Bakery,43
2026-01-08,6,Milk,Dairy,53
2026-01-08,7,Curd,Dairy,37
2026-01-08,8,Pulao,Prepared Food,43
2026-01-09,1,Rice,Grains,42
2026-01-09,2,Chapati,Bakery,56
2026-01-09,3,Vegetable Curry,Cooked Food,29
2026-01-09,4,Dal,Cooked Food,28
2026-01-09,5,Bread,Bakery,47
2026-01-09,6,Milk,Dairy,53
2026-01-09,7,Curd,Dairy,30
2026-01-09,8,Pulao,Prepared Food,39
2026-01-10,1,Rice,Grains,63
2026-01-10,2,Chapati,Bakery,60
2026-01-10,3,Vegetable Curry,Cooked Food,39
